Recipe,Name,Amount,Unit
Rillettes,Laurbærblade,2,stk
Rillettes,Salvieblade,5,stk
Rillettes,Hele nelliker,2,stk
Rillettes,Sorte peberkorn,5,stk
Rillettes,Groft salt,1,tsk
Rillettes,Vand,1,dl
Rillettes,Finthakket salvieblade,1,spsk
Rillettes,Salvieblade,0,stk
Rillettes,Brøndkarse,0,stk
Rillettes,Sorte og grønne oliven,200,g
Rillettes,Cornichoner,100,g
Rillettes,Ristet rugbrød,360,g
Fyldte chokolader med kaffeganache,Piskefløde,0,75,¾dl
Fyldte chokolader med kaffeganache,Frysetørret kaffepulver fx nescafé,2,tsk
Fyldte chokolader med kaffeganache,Hakket mælkechokolade,75,g
Fyldte chokolader med kaffeganache,Smør,10,g
Fyldte chokolader med kaffeganache,Hakket mørk chokolade,400,g
Fyldte chokolader med kaffeganache,Vat,0,stk
Fyldte chokolader med kaffeganache,Gold eller hvid chokolade,0,stk
Blåbærshake,Vaniljeflødeis,200,g
Blåbærshake,Mælk,1,5,½dl
Blåbærshake,Frosne blåbær eller solbær,1,dl
Blåbærshake,Evt. et drys stødt kardemomme,0,stk
Blåbærshake,Isterninger,10,stk
Grøntsagsfrikassé med sprøde fennikelfrø,Grøntsagsbouillon,3,dl
Grøntsagsfrikassé med sprøde fennikelfrø,Stilke fra bredbladet persille eller 2 stilke løvstikke,5,stk
Grøntsagsfrikassé med sprøde fennikelfrø,Skrabede eller skrubbede små kartofler,400,g
Grøntsagsfrikassé med sprøde fennikelfrø,Flækkede skrabede eller skrubbede små gulerødder - gerne med top,200,g
Grøntsagsfrikassé med sprøde fennikelfrø,Pillede runde skalotteløg ca. g,200,g
Grøntsagsfrikassé med sprøde fennikelfrø,Rensede radiser i hele og halve - gerne med top,150,g
Grøntsagsfrikassé med sprøde fennikelfrø,Flækkede slikærter,150,g
Grøntsagsfrikassé med sprøde fennikelfrø,Bælgede edamamebønner,150,g
Grøntsagsfrikassé med sprøde fennikelfrø,Piskefløde,0,25,¼liter
Grøntsagsfrikassé med sprøde fennikelfrø,Groft salt,1,tsk
Grøntsagsfrikassé med sprøde fennikelfrø,Friskkværnet peber,0,stk
Grøntsagsfrikassé med sprøde fennikelfrø,Fennikelfrø,1,spsk
Grøntsagsfrikassé med sprøde fennikelfrø,Friske løvstikkeblade revet i grove stykker,1,dlpersillebladeellerdl
Grøntsagsfrikassé med sprøde fennikelfrø,Durumbrød,240,g
Kål i karry med æble og tomat,Smør,10,g
Kål i karry med æble og tomat,Fintsnittet hvidkål,400,g
Kål i karry med æble og tomat,Karrysauce,0,5,½liter
Kål i karry med æble og tomat,Groft salt,0,75,¾tsk
Kål i karry med æble og tomat,Rødkindede æbler i tynde både ca. 250 g,2,stk
Kål i karry med æble og tomat,Cherrytomater i halve,250,g
Kål i karry med æble og tomat,Frisk koriander,2,dl
Kål i karry med æble og tomat,Rød chilipeber i halve tynde ringe,1,spsk
Kål i karry med æble og tomat,Stegte kyllingefileter ca. 400 g,4,stk
Kål i karry med æble og tomat,Perlespelt - koges,240,g
Amerikanske pandekager med chokolade og blåbær,Æg,6,stk
Amerikanske pandekager med chokolade og blåbær,Rørsukker,4,spsk
Amerikanske pandekager med chokolade og blåbær,Hvedemel ca. 4½ dl,250,g
Amerikanske pandekager med chokolade og blåbær,Bagepulver,1,tsk
Amerikanske pandekager med chokolade og blåbær,Kakaomælk,2,5,½dl
Amerikanske pandekager med chokolade og blåbær,Smør,100,g
Amerikanske pandekager med chokolade og blåbær,Fint salt,0,5,½tsk
Amerikanske pandekager med chokolade og blåbær,Fintrevet citronskal usprøjtet,1,tsk
Amerikanske pandekager med chokolade og blåbær,Grofthakket mørk chokolade,50,g
Amerikanske pandekager med chokolade og blåbær,Blåbær,125,g
Amerikanske pandekager med chokolade og blåbær,Ahornsirup,0,75,¾dl
Amerikanske pandekager med chokolade og blåbær,Flormelis,0,stk
Grov boghvedegrød med tomatsalsa,Cocktailtomater i små tern,250,g
Grov boghvedegrød med tomatsalsa,Groftrevne gulerødder ca. 250 g,3,stk
Grov boghvedegrød med tomatsalsa,Granatæblekerner,100,g
Grov boghvedegrød med tomatsalsa,Fintrevet frisk ingefær,2,tsk
Grov boghvedegrød med tomatsalsa,Flydende honning,2,tsk
Grov boghvedegrød med tomatsalsa,Friskpresset citronsaft,2,tsk
Grov boghvedegrød med tomatsalsa,Groft salt,0,25,¼tsk
Grov boghvedegrød med tomatsalsa,5-kornsflager ca. 5½ dl,300,g
Grov boghvedegrød med tomatsalsa,Hel boghvede ca. 2 dl,150,g
Grov boghvedegrød med tomatsalsa,Vand,1,5,½liter
Grov boghvedegrød med tomatsalsa,Vaniljepulver,1,5,½tsk
Grov boghvedegrød med tomatsalsa,Groft salt,0,5,½tsk
Grov boghvedegrød med tomatsalsa,Hytteost,200,g
Grov boghvedegrød med tomatsalsa,Grofthakkede blandede saltede mandler og nødder,100,g
Grov boghvedegrød med tomatsalsa,Flydende honning,0,stk
Tynde brødstænger med sesamfrø,Smør,50,g
Tynde brødstænger med sesamfrø,Mælk,4,dl
Tynde brødstænger med sesamfrø,Gær,50,g
Tynde brødstænger med sesamfrø,Hytteost,100,g
Tynde brødstænger med sesamfrø,Sesamfrø ca. 1 dl,60,g
Tynde brødstænger med sesamfrø,Sukker,1,spsk
Tynde brødstænger med sesamfrø,Groft salt,2,tsk
Tynde brødstænger med sesamfrø,Sigtemel ca. 6 dl,300,g
Tynde brødstænger med sesamfrø,Hvedemel ca. 5 dl,300,g
Tynde brødstænger med sesamfrø,Sammenpisket æg,1,stk
Tynde brødstænger med sesamfrø,Sesamfrø,0,stk
Hindbær fool,Frosne hindbær,250,g
Hindbær fool,Sukker,4,spsk
Hindbær fool,Vaniljestang kornene heraf eller vaniljepasta i tilsvarende mængde,0,5,½
Hindbær fool,A38 naturel,3,5,½dl
Hindbær fool,Piskefløde,1,dl
Hindbær fool,Hindbær,0,stk
Quinoadeller,Kogt lys eller rød quinoa af ca. 80 g rå quinoa,175,g
Quinoadeller,Groftrevne gulerødder ca. 150 g,2,stk
Quinoadeller,Finthakkede løg ca. 75 g,1,stk
Quinoadeller,Æg,2,stk
Quinoadeller,Fuldkornsspeltmel,100,g
Quinoadeller,Hakkede friske krydderurter fx basilikum,3,spsk
Quinoadeller,Karry,0,5,½tsk
Quinoadeller,Groft salt,0,5,½tsk
Quinoadeller,Salatost i tern,100,g
Quinoadeller,Rapsolie - til stegning,2,tsk
Svinekoteletter i fad,Jordskokker i 2 x 2 cm tern,200,g
Svinekoteletter i fad,Løg i 2 x 2 cm tern ca. 200 g,3,stk
Svinekoteletter i fad,Bladselleri i skiver ca. 100 g,3,stilke
Svinekoteletter i fad,Groft salt,0,5,½tsk
Svinekoteletter i fad,Smør,10,g
Svinekoteletter i fad,Grisekoteletter ca. 400 g,4,stk
Svinekoteletter i fad,Groft salt,0,25,¼tsk
Svinekoteletter i fad,Madlavningsfløde,0,25,¼liter
Svinekoteletter i fad,Rød karrypasta,2,spsk
Svinekoteletter i fad,Fintrevet citronskal usprøjtet,2,tsk
Svinekoteletter i fad,Honning,1,tsk
Svinekoteletter i fad,Groft salt,0,5,½tsk
Svinekoteletter i fad,Saucejævner,1,tsk
Svinekoteletter i fad,Røde æbler i tynde skiver ca. 250 g,2,stk
Svinekoteletter i fad,Bladselleri i tynde skiver ca. 100 g,3,stilke
Svinekoteletter i fad,Friskpresset citronsaft,2,spsk
Svinekoteletter i fad,Groft salt,0,25,¼tsk
Svinekoteletter i fad,Friskkværnet peber,0,stk
Svinekoteletter i fad,Fuldkornsris fx sorte ris - koges,240,g
Små kødboller med krydret rabarberkompot,Rabarber i korte stykker,300,g
Små kødboller med krydret rabarberkompot,Stort finthakket løg ca. 100 g,1,stk
Små kødboller med krydret rabarberkompot,Finthakket rød chilipeber,1,spsk
Små kødboller med krydret rabarberkompot,Vand,3,spsk
Små kødboller med krydret rabarberkompot,Sukker ca. 1½ dl,125,g
Små kødboller med krydret rabarberkompot,Forårsløg i tynde ringe ca. 100 g,1,bundt
Små kødboller med krydret rabarberkompot,Hakket grisekød ca. 6% fedt,400,g
Små kødboller med krydret rabarberkompot,Groft salt,0,75,¾tsk
Små kødboller med krydret rabarberkompot,Finthakkede forårsløg ca. 50 g,0,5,½bundt
Små kødboller med krydret rabarberkompot,Sesamfrø,3,spsk
Små kødboller med krydret rabarberkompot,Smør,25,g
Små kødboller med krydret rabarberkompot,Forårsløg i tynde ringe ca. 50 g,0,5,½bundt
Små kødboller med krydret rabarberkompot,Fraiche,2,dl
Små kødboller med krydret rabarberkompot,Kogte små nye kartofler,1,kg
Nachos,Tortillachips med salt,175,g
Nachos,Revet cheddarost,175,g
Nachos,Majs,75,g
Nachos,Cherrytomater i kvarte,100,g
Nachos,Finthakkede forårsløg,3,stk
Nachos,Frisk koriander,0,stk
Nachos,Rød chilipeber i tynde skiver,1,stk
Tapas med ost  æble og parmaskinke,Æbler fx elstar,2,stk
Tapas med ost  æble og parmaskinke,Hvidskimmelost,100,g
Tapas med ost  æble og parmaskinke,Træspyd 10-12 cm lange,8,stk
Tapas med ost  æble og parmaskinke,Parmaskinke eller chorizopølse,8,skiver
Tapas med ost  æble og parmaskinke,Ristet rugbrød i kvarte,2,skiver
Tapas med ost  æble og parmaskinke,Frisk basilikum,0,stk
Chokoladedessertkager,Mørk chokolade,400,g
Chokoladedessertkager,Stærk kaffe,2,dl
Chokoladedessertkager,Sukker ca. 3½ dl,300,g
Chokoladedessertkager,Blødt smør,250,g
Chokoladedessertkager,Æg ca. 3 dl,6,stk
Chokoladedessertkager,Hvedemel ca. 2 dl,125,g
Chokoladedessertkager,Appelsinlikør fx grand marnier,0,5,½dl
Chokoladedessertkager,Hvid chokolade,75,g
Chokoladedessertkager,Jordbær i halve,500,g
Chokoladedessertkager,Melon i mindre stykker fx galia ca. 250 g,0,5,½
Chokoladedessertkager,Friske blåbær,200,g
Chokoladedessertkager,Akaciehonning,3,spsk
Chokoladedessertkager,Vaniljeflødeis,2,liter
Pasta med ost og tomatsalat,Tomater i tynde både,3,stk
Pasta med ost og tomatsalat,Grofthakket salatløg,1,stk
Pasta med ost og tomatsalat,Groft salt,0,25,¼tsk
Pasta med ost og tomatsalat,Friskkværnet peber,0,stk
Pasta med ost og tomatsalat,Små kviste af kruspersille,0,5,½dl
Pasta med ost og tomatsalat,Revet cheddar- og maasdammerost,75,g
Pasta med ost og tomatsalat,Piskefløde,1,5,½dl
Pasta med ost og tomatsalat,Vand,1,dl
Pasta med ost og tomatsalat,Finthakkede basilikumblade,3,spsk
Pasta med ost og tomatsalat,Tørret salvie,0,5,½tsk
Pasta med ost og tomatsalat,Groft salt,0,5,½tsk
Pasta med ost og tomatsalat,Friskkværnet peber,0,stk
Pasta med ost og tomatsalat,Frisk pasta fx hvid tagliatelle,600,g
Pasta med ost og tomatsalat,Vand,3,liter
Pasta med ost og tomatsalat,Groft salt,1,spsk
Pasta med ost og tomatsalat,Frisk basilikum,0,stk
Pandekagelagkage med chokolade og flødeskum,Hvedemel ca. 2¼ dl,125,g
Pandekagelagkage med chokolade og flødeskum,Sukker,2,spsk
Pandekagelagkage med chokolade og flødeskum,Kakaomælk,0,5,½liter
Pandekagelagkage med chokolade og flødeskum,Æg,5,stk
Pandekagelagkage med chokolade og flødeskum,Smør - smeltet,125,g
Pandekagelagkage med chokolade og flødeskum,Piskefløde - pisket til let skum,0,5,½liter
Pandekagelagkage med chokolade og flødeskum,Grofthakket mørk chokolade,50,g
Pandekagelagkage med chokolade og flødeskum,Hindbærmarmelade,100,g
Pandekagelagkage med chokolade og flødeskum,Bananer i tynde skiver ca. 400 g - gem lidt til pynt.,4,stk
Pandekagelagkage med chokolade og flødeskum,Friske hindbær,0,stk
Pandekagelagkage med chokolade og flødeskum,Grofthakket mørk chokolade,0,stk
Nem cheesecake i glas,Flødeost,100,g
Nem cheesecake i glas,Sukker,4,spsk
Nem cheesecake i glas,Vaniljesukker,1,tsk
Nem cheesecake i glas,Piskefløde,1,5,½dl
Nem cheesecake i glas,Friske bær fx hindbær og blåbær,175,g
Nem cheesecake i glas,Mørk rom,0,5,½spsk
Nem cheesecake i glas,Havrekiks,75,g
Nem cheesecake i glas,Mynteblade,0,stk
Hindbærsorbet,Vand,1,dl
Hindbærsorbet,Sukker ca. 1 dl,85,g
Hindbærsorbet,Vaniljestang kornene heraf eller vaniljepasta i tilsvarende mængde,1,stk
Hindbærsorbet,Friske hindbær,250,g
Hindbærsorbet,Fraiche,3,dl
Hindbærsorbet,Friske hindbær,0,stk
Gulerodskage-roulade,Æg,3,stk
Gulerodskage-roulade,Brun farin,150,g
Gulerodskage-roulade,Hvedemel ca. 60 g,1,dl
Gulerodskage-roulade,Kartoffelmel ca. 60 g,0,75,¾dl
Gulerodskage-roulade,Stødt kanel,2,tsk
Gulerodskage-roulade,Stødt kardemomme,1,tsk
Gulerodskage-roulade,Bagepulver,0,5,½tsk
Gulerodskage-roulade,Fint salt,0,25,¼tsk
Gulerodskage-roulade,Fintrevne gulerødder ca. 150 g,2,stk
Gulerodskage-roulade,Finthakkede valnøddekerner,50,g
Gulerodskage-roulade,Sukker,0,stk
Gulerodskage-roulade,Flødeost,400,g
Gulerodskage-roulade,Flormelis,100,g
Gulerodskage-roulade,Fintrevet citronskal usprøjtet,1,spsk
Gulerodskage-roulade,Citronmelisseblade,0,stk
Gulerodskage-roulade,Valnøddekerner,0,stk
Frugtboller,Smør,25,g
Frugtboller,Mælk,2,dl
Frugtboller,Kærnemælk,0,75,¾dl
Frugtboller,Gær en kvart pakke,12,g
Frugtboller,Sukker,1,tsk
Frugtboller,Groft salt,0,75,¾tsk
Frugtboller,Hvedemel,400,g
Frugtboller,Revet frisk frugt fx æble og/eller pære,150,g
Frugtboller,Sammenpisket æg,0,stk
Frugtboller,Sukker,0,stk
Wraps med røget mørbrad,Pikant flødeost,150,g
Wraps med røget mørbrad,Dijonsennep,2,tsk
Wraps med røget mørbrad,Frisk klippet purløg,2,5,½spsk
Wraps med røget mørbrad,Skrællet agurk i små tern,0,25,¼
Wraps med røget mørbrad,Røget grisemørbrad i små tern,50,g
Wraps med røget mørbrad,Friskkværnet peber,0,stk
Wraps med røget mørbrad,Mellem fuldkornstortillaer,4,stk
Wraps med røget mørbrad,Fintstrimlet icebergsalat,0,5,½liter
Ris- og grøntsagstærte med salatost,Vand,5,dl
Ris- og grøntsagstærte med salatost,Groft salt,0,5,½tsk
Ris- og grøntsagstærte med salatost,Grødris,200,g
Ris- og grøntsagstærte med salatost,Smør,25,g
Ris- og grøntsagstærte med salatost,Smør,25,g
Ris- og grøntsagstærte med salatost,Finthakkede løg ca. 150 g,2,stk
Ris- og grøntsagstærte med salatost,Fennikel i tern ca. 100 g,1,stk
Ris- og grøntsagstærte med salatost,Små finthakkede fed hvidløg,3,stk
Ris- og grøntsagstærte med salatost,Grønne squash i halve skiver ca. 775 g,2,stk
Ris- og grøntsagstærte med salatost,Rød peberfrugt i tern ca. 175 g,1,stk
Ris- og grøntsagstærte med salatost,Grofthakkede babyspinatblade,100,g
Ris- og grøntsagstærte med salatost,Groft salt,1,5,½tsk
Ris- og grøntsagstærte med salatost,Friskkværnet peber,0,stk
Ris- og grøntsagstærte med salatost,Æg,4,stk
Ris- og grøntsagstærte med salatost,Revet cheddar- og maasdammerost,125,g
Ris- og grøntsagstærte med salatost,Salatost i tern,150,g
Ris- og grøntsagstærte med salatost,Finthakkede basilikumblade,1,spsk
Ris- og grøntsagstærte med salatost,Blandet grøn salat,300,g
Hvidløgssauce,Hvedemel,2,5,½spsk
Hvidløgssauce,Mælk,0,25,¼liter
Hvidløgssauce,Grøntsagsbouillon,0,25,¼liter
Hvidløgssauce,Lille knust fed hvidløg,1,stk
Hvidløgssauce,Hakkede oreganoblade,2,tsk
Hvidløgssauce,Groft salt,0,75,¾tsk
Hvidløgssauce,Friskkværnet peber,0,stk
Whiskysauce,Smør,25,g
Whiskysauce,Lille finthakket løg,1,stk
Whiskysauce,Koncentreret tomatpuré,1,dåse
Whiskysauce,Hvedemel,1,5,½spsk
Whiskysauce,Mælk,3,dl
Whiskysauce,Worcestershiresauce,1,tsk
Whiskysauce,Sød chilisauce,3,spsk
Whiskysauce,Groft salt,1,tsk
Whiskysauce,Friskkværnet peber,0,stk
Whiskysauce,Whisky,0,75,¾dl
Ceviche med kammuslinger,Friske eller frosne optøede kammuslinger,8,stk
Ceviche med kammuslinger,Tomat ca. 100 g,1,stk
Ceviche med kammuslinger,Friskpresset limesaft,3,spsk
Ceviche med kammuslinger,Finthakket rød chilipeber,1,spsk
Ceviche med kammuslinger,Groft salt,0,5,½tsk
Ceviche med kammuslinger,Strimlet frisk koriander,1,spsk
Ceviche med kammuslinger,Tortillachips med salt,12,stk
Ceviche med kammuslinger,Creme fraiche,2,dl
Ceviche med kammuslinger,Stødt koriander,1,tsk
Ceviche med kammuslinger,Frisk koriander,0,stk
Soufflé med æbler  nødder og mynteflødeskum,Smør,15,g
Soufflé med æbler  nødder og mynteflødeskum,Honning,0,5,½spsk
Soufflé med æbler  nødder og mynteflødeskum,Stødt kanel,0,5,½tsk
Soufflé med æbler  nødder og mynteflødeskum,Æbler i mindre stykker fx gråsten,150,g
Soufflé med æbler  nødder og mynteflødeskum,Hasselnøddekerner i grove stykker,50,g
Soufflé med æbler  nødder og mynteflødeskum,Piskefløde,1,5,½dl
Soufflé med æbler  nødder og mynteflødeskum,Finthakkede mynteblade,0,5,½dl
Soufflé med æbler  nødder og mynteflødeskum,Smør til formene,10,g
Soufflé med æbler  nødder og mynteflødeskum,Sukker til formene,4,spsk
Soufflé med æbler  nødder og mynteflødeskum,Smør,50,g
Soufflé med æbler  nødder og mynteflødeskum,Hvedemel,50,g
Soufflé med æbler  nødder og mynteflødeskum,Piskefløde,1,dl
Soufflé med æbler  nødder og mynteflødeskum,Vand,1,dl
Soufflé med æbler  nødder og mynteflødeskum,Sukker,1,spsk
Soufflé med æbler  nødder og mynteflødeskum,Æg,3,stk
Soufflé med æbler  nødder og mynteflødeskum,Mynteblade,0,stk
Mango-avocadosalat med spicy hytteostdressing,Moden mangofrugt ca. 400 g,1,stk
Mango-avocadosalat med spicy hytteostdressing,Modne avocadoer ca. 500 g,2,stk
Mango-avocadosalat med spicy hytteostdressing,Forårsløg i tynde skiver ca. 100 g,1,bundt
Mango-avocadosalat med spicy hytteostdressing,Limefrugt,1,stk
Mango-avocadosalat med spicy hytteostdressing,Hytteost,225,g
Mango-avocadosalat med spicy hytteostdressing,Finthakket rød chilipeber,1,spsk
Mango-avocadosalat med spicy hytteostdressing,Sød chilisauce,1,tsk
Mango-avocadosalat med spicy hytteostdressing,Groft salt,0,25,¼tsk
Mango-avocadosalat med spicy hytteostdressing,Romainesalat revet i grove stykker,1,liter
Mango-avocadosalat med spicy hytteostdressing,Frisk koriander,2,dl
Overnight oats med gulerod,Havregryn,1,dl
Overnight oats med gulerod,Stødt kanel,0,25,¼tsk
Overnight oats med gulerod,Stødt kardemomme,0,25,¼tsk
Overnight oats med gulerod,Stødt ingefær,0,25,¼tsk
Overnight oats med gulerod,Skyr naturel,1,5,½dl
Overnight oats med gulerod,Mælk,1,dl
Overnight oats med gulerod,Lille fintrevet gulerod,1,stk
Overnight oats med gulerod,Marmelade fx havtorn,1,spsk
Overnight oats med gulerod,Grofthakkede mandler nødder og frø,1,spsk
Chokoladekage med chokolademarengs,Blødt smør,150,g
Chokoladekage med chokolademarengs,Sukker ca. 3 dl,250,g
Chokoladekage med chokolademarengs,Æg,2,stk
Chokoladekage med chokolademarengs,Hvedemel ca. 2¼ dl,125,g
Chokoladekage med chokolademarengs,Kakaopulver ca. 1 dl,40,g
Chokoladekage med chokolademarengs,Vaniljesukker,2,tsk
Chokoladekage med chokolademarengs,Grofthakket mørk chokolade,100,g
Chokoladekage med chokolademarengs,Blødt smør,10,g
Chokoladekage med chokolademarengs,Rasp,1,spsk
Chokoladekage med chokolademarengs,Finthakket mørk chokolade,75,g
Chokoladekage med chokolademarengs,Æggehvider,3,stk
Chokoladekage med chokolademarengs,Flormelis ca. 3 dl,150,g
Chokoladekage med chokolademarengs,Iskoldt piskefløde - pisket til et let skum,0,5,½liter
Grøntsagsgryde med pasta,Smør,20,g
Grøntsagsgryde med pasta,Bladselleri i skrå skiver ca. 100 g,4,stilke
Grøntsagsgryde med pasta,Finthakket løg ca. 100 g,1,stk
Grøntsagsgryde med pasta,Gulerødder i mindre stykker ca. 100 g,2,stk
Grøntsagsgryde med pasta,Hakkede tomater ca. 800 g,2,dåser
Grøntsagsgryde med pasta,Vand,0,25,¼liter
Grøntsagsgryde med pasta,Tørret pasta fx skruer,200,g
Grøntsagsgryde med pasta,Groft salt,1,5,½tsk
Grøntsagsgryde med pasta,Afdryppede majs ca. 350 g,1,dåse
Grøntsagsgryde med pasta,Bønner i chilisauce ca. 400 g,1,dåse
Grøntsagsgryde med pasta,Finthakkede basilikumblade,1,dl
Grøntsagsgryde med pasta,Stødt chili,0,25,¼tsk
Grøntsagsgryde med pasta,Kvark eller Græsk inspireret yoghurt 10%,2,5,½dl
Grøntsagsgryde med pasta,Ravigottesauce,1,5,½spsk
Grøntsagsgryde med pasta,Groft salt,0,5,½tsk
Grøntsagsgryde med pasta,Groft brød,200,g
Grillet halloumi med bagt rodfrugtsalat,Kartofler i mindre stykker,400,g
Grillet halloumi med bagt rodfrugtsalat,Rødbeder i mindre stykker ca. 300 g,3,stk
Grillet halloumi med bagt rodfrugtsalat,Gulerødder i mindre stykker ca. 300 g,4,stk
Grillet halloumi med bagt rodfrugtsalat,Groft salt,1,tsk
Grillet halloumi med bagt rodfrugtsalat,Perlespelt ca. 3 dl,240,g
Grillet halloumi med bagt rodfrugtsalat,Vand,3,dl
Grillet halloumi med bagt rodfrugtsalat,Groft salt,0,75,¾tsk
Grillet halloumi med bagt rodfrugtsalat,Olivenolie,1,spsk
Grillet halloumi med bagt rodfrugtsalat,Hvid balsamicoeddike,1,spsk
Grillet halloumi med bagt rodfrugtsalat,Dijonsennep,1,spsk
Grillet halloumi med bagt rodfrugtsalat,Vand,1,spsk
Grillet halloumi med bagt rodfrugtsalat,Groft salt,0,25,¼tsk
Grillet halloumi med bagt rodfrugtsalat,Friskkværnet peber,0,stk
Grillet halloumi med bagt rodfrugtsalat,Halloumi ost,200,g
Grillet halloumi med bagt rodfrugtsalat,Grofthakket bredbladet persille,2,dl
Grillet halloumi med bagt rodfrugtsalat,Hytteost,250,g
Kalvebov med timian og hvidvin,Kalvebov uden ben,1,25,¼kg
Kalvebov med timian og hvidvin,Smør,10,g
Kalvebov med timian og hvidvin,Tør hvidvin fx riesling,0,5,½liter
Kalvebov med timian og hvidvin,Gulerødder i grove stykker,7,stk
Kalvebov med timian og hvidvin,Løg i grove stykker,3,stk
Kalvebov med timian og hvidvin,Gul squash i grove stykker,1,stk
Kalvebov med timian og hvidvin,Kviste af frisk timian,25,stk
Kalvebov med timian og hvidvin,Mælkesauce,0,5,½liter
Kalvebov med timian og hvidvin,Groft salt,2,tsk
Kalvebov med timian og hvidvin,Friskkværnet peber,0,stk
Kalvebov med timian og hvidvin,Kogte kartofler,1,5,½kg
Kalvebov med timian og hvidvin,Hakket frisk bredbladet persille,2,dl
Ostefocaccia,Gær,25,g
Ostefocaccia,Vand - lillefingervarmt,5,dl
Ostefocaccia,Sukker,1,tsk
Ostefocaccia,Groft salt,1,spsk
Ostefocaccia,Olivenolie,3,spsk
Ostefocaccia,Tipo 00 hvedemel,650,g
Ostefocaccia,Revet cheddarost,175,g
Ostefocaccia,Olivenolie,2,spsk
Ostefocaccia,Blåskimmelost,150,g
Ostefocaccia,Flagesalt,1,spsk
Ostefocaccia,Bløde rosmarinkviste,0,stk
Grønkålssuppe,Smør,15,g
Grønkålssuppe,Finthakkede løg ca. 200 g,2,stk
Grønkålssuppe,Finthakkede fed hvidløg,5,stk
Grønkålssuppe,Skrællede kartofler i grove tern,400,g
Grønkålssuppe,Grøntsagsbouillon,1,5,½liter
Grønkålssuppe,Madlavningsfløde,5,dl
Grønkålssuppe,Fintnittet grønkål,400,g
Grønkålssuppe,Groft salt,2,tsk
Grønkålssuppe,Friskkværnet peber,0,stk
Grønkålssuppe,Store æbler i små tern,2,stk
Grønkålssuppe,Grofthakkede ristede hasselnøddekerner,40,g
Grønkålssuppe,Grønkålsblade tilberedt som grønkålschips - se link under opskrift,100,g
Grønkålssuppe,Landbrød,240,g
Minirugbrød,Knækkede rugkerner ca. 3 dl,250,g
Minirugbrød,Kogende vand,3,dl
Minirugbrød,Mørkt hvidtøl 33 cl,1,flaske
Minirugbrød,Gær,50,g
Minirugbrød,Kærnemælk,3,5,½dl
Minirugbrød,Hvedemel ca. 3½ dl,200,g
Minirugbrød,Groft salt,1,spsk
Minirugbrød,Groft rugmel,1,kg
Minirugbrød,Smeltet smør,0,stk
Kyllingeleverpostej,Kyllingelever,400,g
Kyllingeleverpostej,Groft salt,1,tsk
Kyllingeleverpostej,Finthakket bananskalotteløg ca. 75 g,1,stk
Kyllingeleverpostej,Cognac,3,spsk
Kyllingeleverpostej,Friskkværnet peber,0,stk
Kyllingeleverpostej,Blødt smør,350,g
Kyllingeleverpostej,Appelsin i fileter,1,stk
Kyllingeleverpostej,Granatæblekerner,0,5,½dl
Kyllingeleverpostej,Ærteskud,0,stk
BLT,Bacon,6,skiver
BLT,Ristet surdejsbrød,4,skiver
BLT,Flødeost,50,g
BLT,Dijonnaise,1,spsk
BLT,Icebergsalat,4,blade
BLT,Tomater i skiver ca. 125 g,2,stk
BLT,Et nip flagesalt,0,stk
BLT,Friskkværnet peber,0,stk
BLT,Evt. frisk kørvel,0,stk
Hapsere med grillede forårsløg,Rensede forårsløg - 20 stk. ca. 300 g,3,bundter
Hapsere med grillede forårsløg,Koldpresset rapsolie,2,tsk
Hapsere med grillede forårsløg,Parmaskinke - tyndt skåret ca. 150 g,10,skiver
Hapsere med grillede forårsløg,Rygeost,175,g
Hapsere med grillede forårsløg,Groftkværnet peber,0,5,½tsk
Hapsere med grillede forårsløg,Groft flute,250,g
Broccolisalat med skyr  blåbær og mynte,Rapsolie,3,spsk
Broccolisalat med skyr  blåbær og mynte,Æblecidereddike,3,spsk
Broccolisalat med skyr  blåbær og mynte,Akaciehonning,1,tsk
Broccolisalat med skyr  blåbær og mynte,Dijonsennep,1,tsk
Broccolisalat med skyr  blåbær og mynte,Fint salt,0,25,¼tsk
Broccolisalat med skyr  blåbær og mynte,Fintsnittet broccoli,400,g
Broccolisalat med skyr  blåbær og mynte,Røde æbler i tynde skiver ca. 225 g,2,stk
Broccolisalat med skyr  blåbær og mynte,Edamamebønner,150,g
Broccolisalat med skyr  blåbær og mynte,Blåbær,100,g
Broccolisalat med skyr  blåbær og mynte,Tørrede tranebær,75,g
Broccolisalat med skyr  blåbær og mynte,Ristede hasselnøddekerner,75,g
Broccolisalat med skyr  blåbær og mynte,Fintstrimlede mynteblade,1,dl
Broccolisalat med skyr  blåbær og mynte,Skyr naturel,2,dl
Æbletærte med mandellåg,Syrlige æbler fx belle de boskoop,1,kg
Æbletærte med mandellåg,Sukker,1,spsk
Æbletærte med mandellåg,Blødt smør,150,g
Æbletærte med mandellåg,Sukker ca. 1 dl,85,g
Æbletærte med mandellåg,Æg,2,stk
Æbletærte med mandellåg,Hvedemel ca. 1 dl,60,g
Æbletærte med mandellåg,Finthakkede mandler ca. 2 dl,125,g
Æbletærte med mandellåg,Piskefløde pisket til flødeskum eller cremefraiche 18%,0,25,¼liter
Stegte sild med rabarbersylt,Hvid balsamicoeddike,3,spsk
Stegte sild med rabarbersylt,Sukker ca. 1 dl,85,g
Stegte sild med rabarbersylt,Rabarber i korte stykker,300,g
